交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
75,332,G7204/1,1159,1188,昆山南,无锡
75,333,G7203,1214,1269,无锡,上海
76,327,G7206,506,547,上海,苏州
76,328,G7205,564,603,苏州,上海
76,42,G7044,646,764,上海,南京
76,543,D5516,773,912,南京,南通
76,544,D5528,936,1073,南通,南京
76,51,G7065,1092,1220,南京,上海
77,320,G9252/1,508,629,南京南,上海虹桥
77,484,G7461,664,682,上海虹桥,金山北
77,485,G7461/1,692,884,金山北,温州南
77,249,G7626,945,1127,温州南,湖州
77,250,G7626/1,1129,1189,湖州,南京南
78,317,G9246,921,941,上海,昆山南
78,318,G9246/1,948,1163,昆山南,安庆
78,577,G9248,1182,1399,安庆,上海
79,313,G7537,689,883,上海虹桥,台州
79,229,G7669/2,948,998,台州,温州南
79,310,G2364/3,1021,1137,温州南,宁波
79,437,G9516,1164,1231,宁波,杭州东
79,458,G7340/1,1265,1324,杭州东,上海虹桥
80,313,G7537,689,883,上海虹桥,台州
80,229,G7669/2,948,998,台州,温州南
80,455,G7338,1078,1288,温州南,上海虹桥
81,312,G576,504,703,上海虹桥,六安
81,443,G7158,975,1003,六安,合肥南
81,444,G7158/1,1012,1094,合肥南,镇江
81,445,G7158/2,1101,1206,镇江,上海虹桥
82,306,G2342/1,635,856,杭州东,新余北
82,307,G2342/2,862,937,新余北,长沙南
82,301,G1364,1002,1205,长沙南,衢州
82,467,G7384,1275,1355,衢州,杭州东
83,300,G1349,648,875,上海虹桥,南昌西
83,308,G2344/3,995,1097,南昌西,衢州
83,396,G7650,1128,1167,衢州,义乌
83,261,G1640/1,1258,1363,义乌,上海虹桥
84,297,G1621,480,647,合肥南,上饶
84,282,G1509/1,741,795,上饶,黄山北
84,476,G7416,835,957,黄山北,合肥南
85,292,G7684,550,727,合肥南,绍兴北
85,257,G7516/1,898,989,绍兴北,上海虹桥
85,156,G7196/7,1074,1225,上海虹桥,合肥南
86,290,G1481,688,787,南京南,杭州东
86,412,G7621,826,850,杭州东,诸暨
86,413,G7621/1,867,1000,诸暨,温州南
86,402,G7628,1165,1377,温州南,南京南
87,290,G1481,688,787,南京南,杭州东
87,412,G7621,826,850,杭州东,诸暨
87,413,G7621/1,867,1000,诸暨,温州南
87,351,G7630,1148,1372,温州南,南京南
88,289,G1956,719,921,上海虹桥,徐州东
88,281,G45/1,1117,1283,徐州东,杭州东
